ID,Método,Nome do Método (from Método),Passos,Nome do Passo,Descrição,Resultado
119,M010,Rodada de Feedback,Passo 5,Conduzir a Rodada de Feedback,"Este passo consiste na realização da escuta conforme o roteiro definido. A pessoa facilitadora deve manter foco na pergunta orientadora e nas dimensões estabelecidas, garantindo que todas as pessoas participantes tenham espaço para relatar sua experiência.

No caso da plataforma digital do benefício previdenciário, a condução pode começar pedindo que cada participante descreva como iniciou o processo no sistema. Em seguida, a conversa deve avançar pelas dimensões previstas, como clareza das informações, dificuldades de navegação, tempo de resposta e necessidade de atendimento presencial.

A facilitadora ou o facilitador deve evitar debates paralelos sobre temas que não estejam ligados ao objeto delimitado. Caso surjam relatos fora do escopo, eles podem ser registrados, mas a conversa deve retornar ao foco definido.

É importante registrar as falas de forma fiel, vinculando cada contribuição à dimensão correspondente e ao perfil da pessoa participante. O objetivo não é produzir consenso, mas captar padrões e diferenças.

Nota de atenção. Quando a condução permite que participantes mais articulados dominem a conversa, perde-se diversidade de experiência. A facilitação deve equilibrar o tempo de fala.","Registros completos e organizados por dimensão e perfil, com relatos fiéis à experiência das pessoas participantes."
120,M010,Rodada de Feedback,Passo 6,Sistematizar e classificar evidências,"Este passo transforma os registros brutos em evidência organizada para análise. A equipe deve revisar todas as contribuições e agrupá-las conforme as dimensões definidas no início.

No caso da plataforma digital do benefício previdenciário, os relatos sobre dificuldade de encontrar informações devem ser agrupados na dimensão clareza. Os relatos sobre necessidade de comparecimento presencial devem ser reunidos na dimensão migração para atendimento físico. Cada registro deve manter vínculo com o perfil da pessoa participante, permitindo comparar padrões entre gênero, raça, idade e território.

A equipe deve identificar repetições, divergências e situações específicas que indiquem falhas recorrentes. Também deve observar quando um problema afeta de forma desproporcional determinado grupo.

Um erro comum é resumir excessivamente as falas, perdendo o exemplo concreto que dá sustentação à análise. A sistematização deve preservar trechos que ilustrem claramente o padrão identificado.

Nota de atenção. A literatura sobre feedback público destaca que a etapa de análise é onde ocorre maior risco de distorção. A equipe deve evitar selecionar apenas relatos que confirmem hipóteses prévias.","Matriz de evidências organizada por dimensão e perfil, com padrões identificados, diferenças registradas e exemplos concretos preservados para fundamentar análise posterior."
121,M010,Rodada de Feedback,Passo 7,Gerar síntese para auditoria,"Este passo converte a matriz de evidências em insumo direto para o trabalho de auditoria. A equipe deve identificar quais padrões têm implicação clara para formulação de recomendações.

No caso da plataforma digital do benefício previdenciário, se a sistematização indicar que mulheres negras relataram com maior frequência necessidade de atendimento presencial por dificuldade de compreender instruções iniciais, a síntese deve explicitar esse padrão e relacioná-lo ao desenho da interface e à linguagem utilizada no sistema.

A síntese não deve reproduzir todas as falas. Deve apresentar a mensagem central, as evidências que a sustentam e a implicação prática para o relatório. É nesse momento que a experiência relatada se transforma em fundamento técnico para recomendação.

Um erro comum é manter a síntese descritiva, sem explicitar o que aquilo significa para a auditoria. A análise precisa conectar evidência e consequência.","Síntese estruturada com mensagem central definida, padrões sustentados por evidência concreta e implicações claras para elaboração de recomendações técnicas."
122,M010,Rodada de Feedback,Passo 8,Registrar devolutiva e uso das contribuições,"Este passo fecha o ciclo da Rodada de Feedback. A equipe deve comunicar às pessoas participantes como as contribuições foram utilizadas no processo de auditoria.

No caso da plataforma digital do benefício previdenciário, a devolutiva pode informar que os relatos sobre dificuldade de compreensão das instruções iniciais fundamentaram recomendação para revisão da linguagem e melhoria da interface. Deve ficar claro o que foi considerado e de que forma.

A comunicação não precisa antecipar decisões finais, mas deve indicar que o material produzido teve uso concreto. Quando apropriado, pode ser feita por mensagem eletrônica, reunião de retorno ou publicação resumida.

Um erro comum é encerrar o processo sem informar participantes sobre o uso do material. Isso enfraquece confiança e reduz disposição para participação futura.

Nota de atenção. Diretrizes internacionais sobre participação pública indicam que o fechamento do ciclo é condição para credibilidade do processo. Mesmo quando a recomendação não incorpora todas as sugestões, a justificativa deve ser transparente.","Nota de devolutiva elaborada e enviada, com indicação clara de como as contribuições foram analisadas e incorporadas ao processo de auditoria."
123,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 1,Definir o problema público como pergunta auditável,"O primeiro movimento de operacionalização do método é epistemológico. Antes de escolher ferramenta, público ou canal, a equipe precisa qualificar o enquadramento do problema. O Diagnóstico da Escuta Cidadã já indicou que a heterogeneidade dos objetos de controle impõe um desafio anterior à própria escolha da ferramenta: a necessidade de qualificar o enquadramento do problema e o planejamento da intervenção. Sem esse passo, qualquer escuta tende a ser genérica, custosa e de baixo impacto.

Definir o problema como pergunta auditável significa deslocar a formulação da auditoria do plano abstrato (“avaliar a política X”) para o plano situado da experiência pública (“por que o público Y não consegue acessar o serviço X nas condições previstas?”). A pergunta bem construída organiza o método, delimita o público relevante e reduz ambiguidade analítica.

Em termos operacionais, a equipe deve começar distinguindo três níveis que frequentemente se confundem: o tema, o problema e a pergunta. O tema é amplo — por exemplo, “merenda escolar”. O problema é a tensão observável — “há indícios de desperdício e baixa qualidade nutricional”. A pergunta auditável transforma essa tensão em investigação delimitada — “em que medida a qualidade da merenda ofertada nas escolas rurais do município Z atende aos parâmetros nutricionais e às expectativas dos estudantes usuários?”. É apenas neste terceiro nível que a escuta pode produzir evidência relevante.

Para apoiar esse enquadramento, recomenda-se que a equipe formule a pergunta a partir de três filtros conceituais. Primeiro, materialidade pública: qual direito, serviço ou resultado está potencialmente comprometido? Segundo, sujeitos afetados: quem vive concretamente o problema e em que contexto territorial? Terceiro, possibilidade de influência: em que etapa do ciclo da política pública a contribuição cidadã pode qualificar a análise? A literatura mobilizada no mapeamento reforça que a clareza sobre o problema e sobre o momento adequado define o tipo de contribuição necessária e o método mais apropriado.

Do ponto de vista da ciência social, este passo é um exercício de construção de sentido. A forma como a pergunta é redigida produz efeitos. Uma pergunta centrada apenas em conformidade normativa tende a gerar escuta instrumental e restrita a especialistas. Já uma pergunta que incorpora experiência do usuário abre espaço para evidências qualitativas sem perder rigor técnico. Por exemplo, em uma auditoria sobre concessões rodoviárias, a pergunta pode ser ampliada de “há cumprimento das cláusulas contratuais?” para “como a qualidade percebida da manutenção rodoviária pelos usuários dialoga com os indicadores contratuais de desempenho?”. O contrato permanece central, mas a experiência entra como variável analítica.

Em termos de microetapas práticas, o Passo 1 envolve: realizar oficina interna de enquadramento com a equipe técnica; explicitar hipóteses preliminares; testar a pergunta com um exercício de inteligibilidade — isto é, verificar se um cidadão não especialista consegue compreendê-la; e registrar a versão final da pergunta como insumo formal da Matriz de Planejamento. Esse registro é crucial, pois é ele que permitirá, mais adiante, integrar a escuta como evidência e não como anexo.

O resultado esperado deste passo é duplo. Internamente, há ganho de foco analítico e redução de dispersão metodológica. Externamente, cria-se a base para uma escuta legítima, porque o cidadão é convidado a contribuir para uma pergunta clara e não para um processo abstrato. A pergunta auditável funciona como ponte entre o controle externo e a realidade social, reduzindo o “abismo” cognitivo identificado no diagnóstico.

Alerta de risco: se a pergunta permanecer excessivamente ampla ou tecnicamente hermética, a escuta tenderá a produzir dados difíceis de sistematizar ou expectativas impossíveis de gerir. Por outro lado, se a pergunta for excessivamente estreita e já “respondida” pela hipótese do auditor, a escuta se tornará confirmatória e perderá potência transformadora.

Quando o problema é bem formulado, o método deixa de ser acessório e passa a ser consequência lógica da pergunta. É por isso que o Passo 1 não é apenas inicial; ele é estruturante de toda a cadeia de geração de valor da Escuta Cidadã.","A equipe deixa de formular a auditoria apenas como verificação normativa e passa a enquadrá-la como problema público situado, com pergunta clara, delimitada e inteligível também para não especialistas. Por exemplo, em vez de “avaliar conformidade da política X”, a pergunta passa a ser “por que usuários do programa X não conseguem acessar o benefício mesmo quando elegíveis?”. Isso reduz ambiguidade, aumenta foco e orienta toda a cadeia de geração de valor."
124,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 2,Identificar quem vive o problema e mapear redes de confiança,"Uma vez formulada a pergunta auditável, a equipe precisa identificar quem é sujeito da experiência pública relacionada àquela pergunta. O Diagnóstico mostrou que o TCU tende a alcançar majoritariamente a “bolha” de participação — sociedade civil organizada, especialistas e atores já conectados à instituição. Isso produz assimetria de vozes e limita a capacidade de compreender a realidade material da política pública.

Mapear quem vive o problema significa sair da abstração institucional e localizar sujeitos concretos. Não se trata apenas de listar stakeholders formais, mas de identificar grupos afetados, seus contextos territoriais e suas mediações sociais. Em uma auditoria sobre transporte interestadual, por exemplo, os sujeitos não são apenas concessionárias e agências reguladoras, mas usuários frequentes, trabalhadores que dependem do serviço, populações em rotas periféricas e até comerciantes impactados por falhas logísticas.

Esse mapeamento deve ocorrer em duas camadas complementares. A primeira é a camada da experiência direta: quem sente os efeitos do problema no cotidiano? A segunda é a camada da intermediação legítima: quais atores funcionam como nós de confiança capazes de facilitar o acesso e reduzir atrito institucional? O próprio Diagnóstico sugere que o TCU deve operar como “orquestrador de redes”, utilizando intermediários como associações locais, escolas e lideranças para mobilizar públicos específicos.

Essa distinção é conceitualmente relevante. Intermediação não substitui escuta direta; ela viabiliza acesso. O erro recorrente em instituições públicas é confundir representação formal com experiência vivida. Um conselho pode representar interesses, mas não necessariamente traduzir a materialidade da ponta. Por isso, o desenho metodológico deve prever contato qualificado com sujeitos diretamente afetados, sempre que possível.

Operacionalmente, o Passo 2 pode ser conduzido por meio de um “Mapa de Atores do Problema”. A equipe lista: sujeitos diretamente afetados; grupos potencialmente excluídos; atores institucionais envolvidos; e redes de confiança territoriais. Em seguida, pergunta-se: onde essas pessoas transitam? Em que momentos do ciclo da política é mais viável acessá-las? Quais barreiras de linguagem, acesso digital ou desconfiança precisam ser consideradas?

Exemplo didático. Suponhamos uma auditoria sobre falhas na execução de obras de saneamento em municípios pequenos. O mapeamento pode revelar que moradores afetados não utilizam canais digitais formais, mas frequentam associações de bairro e igrejas locais. A intermediação pode ocorrer por meio dessas redes. Ao mesmo tempo, a equipe pode identificar trabalhadores da obra e técnicos municipais como sujeitos estratégicos de escuta técnica. O desenho da escuta passa, então, a refletir a ecologia social do problema.

Do ponto de vista da equidade, este passo é decisivo. O Mapeamento de Metodologias reforça a necessidade de design centrado nas margens — isto é, priorizar ferramentas capazes de incluir públicos historicamente sub-representados. Mapear atores com esse olhar significa perguntar explicitamente: quem tende a ficar de fora se usarmos apenas métodos tradicionais?

O resultado esperado do Passo 2 é a construção de uma base empírica legítima para a escuta. A equipe deixa de operar por suposição e passa a operar por mapeamento explícito. Isso reduz risco de “representação vazia”, amplia a diversidade de vozes e aumenta a probabilidade de que a escuta produza conhecimento novo — e não apenas confirmação de percepções institucionais prévias.

Alerta de risco: o mapeamento não pode se tornar inventário excessivo e paralisante. A pergunta auditável continua sendo o eixo organizador. A lógica é adequação, não exaustividade. A equipe não precisa ouvir todos; precisa ouvir quem é relevante para responder à pergunta formulada no Passo 1.

No próximo passo, avançaremos para a formalização do Contrato de Escuta, que estabelece propósito, limites institucionais e expectativa de devolutiva — elemento essencial para proteger a legitimidade da interação e a integridade do controle externo.","Superação da “bolha de participação” e ampliação da base social da escuta. A equipe identifica não apenas stakeholders institucionais, mas sujeitos diretamente afetados e os nós de intermediação confiáveis (escolas, associações, conselhos, OSCs). Por exemplo, numa auditoria sobre transporte escolar, a escuta pode ser organizada via escolas e grêmios, e não apenas por consulta online."
125,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 3,Explicitar o propósito e os limites da escuta (Contrato de Escuta),,"Blindagem de expectativa e redução de frustração cidadã. A equipe comunica em linguagem simples o que o TCU pode e não pode fazer, qual é o uso da informação e quando haverá devolutiva. Isso transforma a escuta em relação institucional responsável, e não em promessa implícita de solução imediata."
126,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 4,Escolher a ferramenta adequada ao problema e ao público (design centrado nas margens),,"Coerência entre método e realidade social. A equipe seleciona a ferramenta a partir do tipo de problema, do estágio da auditoria e das características do público. Se há baixa escolaridade formal, pode-se optar por métodos visuais ou presenciais; se há dispersão territorial, combinar digital com intermediação local. A equidade deixa de ser discurso e passa a ser critério de design."
127,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 5,Integrar a escuta aos artefatos obrigatórios da auditoria,,"Institucionalização processual. A escuta deixa de ser anexo voluntarista e passa a compor Matriz de Planejamento, Matriz de Achados e fundamentação do relatório. Isso reduz dependência de “heróis individuais” e transforma a escuta em evidência técnica."
128,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 6,Executar a escuta com facilitação qualificada e linguagem simples,,"Produção de conhecimento legítimo e confiável. A equipe pratica escuta ativa, evita jargão técnico, valida a experiência vivida como dado relevante e registra evidências de forma estruturada. O auditor desloca-se do “modelo de enfrentamento” para uma postura relacional sem perder rigor técnico."
129,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 7,Sistematizar dados qualitativos com método e apoio tecnológico,,"Redução do medo de volume e aumento de confiabilidade analítica. As falas são classificadas por padrões, tensões, lacunas e surpresas, transformando narrativas em insumo probatório. Ferramentas de IA e taxonomias ajudam a reduzir esforço cognitivo sem substituir o julgamento técnico."
130,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 8,Traduzir a escuta em achados e recomendações operacionais,,"Conexão direta entre voz cidadã e decisão colegiada. A escuta influencia o enquadramento do achado, a redação da recomendação e, quando pertinente, a priorização temática. O cidadão não pauta a agenda, mas qualifica a análise."
131,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 9,Realizar devolutiva compreensível e fechar o ciclo comunicacional,,"Fortalecimento de confiança institucional. A equipe informa o que foi incorporado, o que não foi possível incorporar e por quê. A devolutiva pode ser simples — relatório em linguagem cidadã, vídeo curto, reunião com intermediários — mas deve existir."
132,M011,Pesquisa Adaptativa com IA Generativa (PAIAG),Passo 10,Registrar aprendizados e retroalimentar a governança da escuta,,"Aprendizagem institucional e redução de custo futuro. A experiência é documentada, padrões são catalogados, dificuldades são registradas e melhorias são incorporadas ao toolkit. A escuta deixa de ser episódica e passa a operar como prática cumulativa."
133,M012,Veedurías,Passo 1,Objetivo e hipótese de verificação,"Defina o objetivo da veeduría em uma frase e transforme em hipótese verificável. 

Esta etapa existe para evitar visita “curiosa” que não vira evidência. 
Preencha estes 4 campos:
1) Hipótese (o que pode estar errado);
2) Sinal verificável (o que você consegue observar/confirmar);
3) Tipo de evidência (foto de item não sensível, resposta sim/não no checklist, registro de acesso negado);
4) Uso na auditoria (recorte, amostra, pedido de evidência, recomendação);

Exemplo (obra): “Risco de atraso por falta de controle de execução; sinal: não há verificação de avanço programado/executado e isso tende a atrasar a obra.”",Hipótese + sinais + tipo de evidência + uso na auditoria registrados em 1 página.
134,M012,Veedurías,Passo 2,Selecionar objetos e priorizar por risco,"Liste os objetos a monitorar (obras, contratações de bens e serviços, ou outras intervenções). Esta etapa existe para não dispersar esforço e para garantir escala com foco. Se você iniciar como um escopo muito amplo, você não fecha ciclo, não valida achados e não consegue devolver resultado.

Monte uma lista curta para o primeiro ciclo (por exemplo 5 a 20 objetos) e priorize com uma regra simples. 

Marque como prioridade alta quando o objeto tiver um ou mais destes sinais:
* alto valor do contrato
* atraso conhecido ou histórico de prorrogações
* reclamação recorrente do usuário ou da comunidade
* baixa transparência (informação incompleta, desatualizada ou difícil de localizar)
* impacto direto em serviço essencial (saúde, educação, assistência, mobilidade)

Regra prática: escolha primeiro os objetos que combinam impacto alto com sinal claro de risco. Deixe o restante para ciclos seguintes.

Nota de Atenção: no caso de referência, o programa peruano de monitores cidadãos começou monitorando obras e depois ampliou para contratações de bens e serviços e outras intervenções.
","Lista priorizada de objetos (com ID, endereço/local, responsável local e prioridade)."
135,M012,Veedurías,Passo 3,Decidir modalidade por objeto (presencial ou virtual),"Para cada objeto, escolha a modalidade de verificação: presencial ou virtual. Esta etapa existe para garantir cobertura mesmo quando a visita não é possível, e para evitar gastar deslocamento quando o problema é, na verdade, falta de informação publicada.


Presencial quando: existe local acessível e faz diferença observar no terreno. Exemplos: confirmar avanço físico, verificar se há responsável técnico no local, observar sinais visíveis de falha técnica e checar se existe registro de obra em uso.

Virtual quando: o foco é transparência e consistência das informações publicadas, ou quando a visita é inviável ou arriscada. Exemplos: dados do contrato e execução não estão publicados, estão desatualizados ou estão incompletos; documentos essenciais não são localizáveis no portal; o endereço não é claro ou o acesso é restrito.

Regra prática para decidir rápido: se a dúvida principal é “isso está acontecendo no local?”, escolha presencial. Se a dúvida principal é “isso está documentado e transparente como deveria?”, escolha virtual.","Plano de visitas por objeto (modalidade, data-alvo e responsável)."
136,M012,Veedurías,Passo 4,"Regras de conduta, reserva e imparcialidade","Antes de mobilizar os cidadãos e cidadãs, publique regras curtas. 

Esta etapa existe para proteger participantes e evitar incidentes.

Use as regras do material adicional como referência: atuação voluntária, reservada, imparcial e responsável. 

Regra prática:
• Voluntário não promete solução, não acusa pessoas no local, não negocia com empresa/gestor.
• Informação coletada é reservada até divulgação oficial.",Protocolo de conduta e reserva aprovado e pronto para assinatura/aceite.
137,M012,Veedurías,Passo 5,Acesso e ponto focal no local,"Para cada visita presencial, defina um ponto focal na entidade ou na obra (registre o cargo e o canal de contato; não precisa nome completo na ficha pública). Esta etapa existe para evitar chegar ao local e não conseguir entrar, o que desperdiça tempo e quebra o ciclo.

Agende com antecedência usando uma mensagem formal e objetiva com três itens:

• data e horário propostos;

• tempo estimado no local (por exemplo 30 a 60 minutos);

• o que será feito: aplicação de checklist e registro de evidência não sensível (sem fotos de pessoas e sem coleta de dados pessoais).

Inclua uma frase de segurança: a equipe não fiscaliza nem resolve no local; apenas registra e encaminha conforme protocolo.

Se o acesso for negado, não discuta no local. Registre como acesso negado, com data e motivo informado, e trate isso como sinal de risco operacional e de transparência. Em seguida, aplique a modalidade virtual para aquele objeto e registre a negativa no relatório do ciclo.",Acessos confirmados (ou negativa registrada) com ponto focal por objeto.
138,M012,Veedurías,Passo 6,Checklist Versão 1.0 ,"Construa um formato (checklist) com perguntas sim/não e um campo curto de evidência. Esta etapa existe para padronizar e comparar visitas, reduzindo relato opinativo.

Regra prática do checklist: cada item precisa caber em uma linha e gerar um registro verificável. Se o item for “não”, a evidência deve ser anexada (foto ou captura de tela) ou descrita em uma frase objetiva.

Exemplo de checklist para obras (itens críticos):

Há supervisor ou residente presente no local hoje?
Resposta: sim ou não
Evidência: foto de placa/identificação do responsável no canteiro ou registro de apresentação ao ponto focal (sem rosto)

Existe diário ou log de obra disponível para verificação?
Resposta: sim ou não
Evidência: foto do livro/registro aberto na data (sem dados pessoais) ou indicação de que foi negado acesso ao documento

Há sinais de deficiência técnica visível?
Resposta: sim ou não
Evidência: foto do ponto observado (sem pessoas) + uma frase objetiva do que foi visto (ex.: fissura em parede, material exposto, sinalização inadequada)

Há verificação do avanço programado versus executado?
Resposta: sim ou não
Evidência: foto do quadro/placa/registro que mostre cronograma ou medição, ou registro de ausência desse controle no local

Exemplo de checklist para verificação virtual (transparência e completude):

Informações da contratação estão publicadas em fonte oficial indicada?
Resposta: sim ou não
Evidência: link ou print da página (se não, print da busca sem resultado)

Há atualização recente de execução?
Resposta: sim ou não
Evidência: data da última atualização na página ou print mostrando ausência/desatualização

Campos essenciais estão presentes e completos?
Resposta: sim ou não
Evidência: print destacando o campo ausente ou incompleto (objeto, prazo, responsável, situação de execução)",Checklist(s) v1.0 fechados e prontos para uso (obra e virtual).
139,M012,Veedurías,Passo 7,Evidência mínima obrigatória e regras de foto,"Defina o mínimo que entra como evidência. Esta etapa existe para reduzir relato opinativo e evitar coleta indevida.

Sugestão de evidência mínima por visita presencial:

1 evidência de identificação do objeto: foto da placa da obra ou do identificador no local. Se não houver placa, registre no formulário o identificador alternativo usado (endereço completo + ponto de referência + nome usado pelo responsável local).

1 evidência para cada item crítico marcado como não: foto do elemento observado (quadro inexistente, ausência de log, falha visível) sem incluir pessoas.

1 registro de data e hora: preenchido no formulário no início da visita.

Regra de privacidade: não fotografar rostos, documentos pessoais ou qualquer dado que identifique pessoas. Se aparecer por acidente, a evidência não entra e deve ser substituída.",Padrão de evidência definido e comunicado (o que fotografar / o que não fotografar).
140,M012,Veedurías,Passo 8,Plano de Voluntários (papéis e limites),"Defina exatamente qual será a função dos voluntários. Esta etapa existe para o auditor não virar operador de campo sozinho e para manter neutralidade e segurança no trabalho em campo.

Voluntário faz: aplicar o checklist na ordem, marcar sim ou não, anexar a evidência mínima quando houver não, registrar data e hora, reportar incidentes (acesso negado, hostilidade, risco) e enviar o relatório no prazo do ciclo.

Voluntário não faz: discutir culpa ou apontar responsável no local, prometer correção, negociar com empresa ou gestor, coletar dados pessoais, fotografar pessoas, nem publicar conteúdo em rede social. Toda informação fica reservada até divulgação oficial.

Roteiro neutro para abordagem no local: Sou voluntário credenciado para registrar itens do checklist. Meu papel é apenas registrar e encaminhar. Eu não tenho função de resolver aqui no local.","Plano de voluntários aprovado (papéis, não-papéis, roteiro e escalonamento)."
141,M012,Veedurías,Passo 1,"Recrutamento, curso e acreditação","Estruture o recrutamento como curso rápido seguido de acreditação. Esta etapa existe para garantir qualidade do registro e rastreabilidade do trabalho. O curso é essencial para que o voluntário entenda o que é a veeduria, o que é evidência válida, o que não pode ser feito e como registrar sem opinião. Sem esse treino, a veeduria tende a virar relato genérico e perde utilidade para auditoria.

Após o curso, faça a acreditação. Acreditação significa que a pessoa foi treinada, aceitou as regras e está autorizada a realizar monitoramento presencial e virtual dentro do protocolo.

Checklist do auditor para inscrição e acreditação:

1. Termo de conduta, reserva e imparcialidade aceito.
2. Disponibilidade confirmada para as datas do ciclo.
3. Território ou rota de atuação definida (onde a pessoa consegue ir).
4. Confirmação explícita de entendimento: não prometo solução, não discuto culpados no local, apenas registro e encaminho.
",Lista de voluntários acreditados e escalados por objeto/território.
142,M012,Veedurías,Passo 2,"Credencial, seguro e kit de campo","Para visitas a obras, emita credencial e, quando necessário, disponibilize equipamentos de segurança e kit mínimo. Esta etapa existe para garantir acesso, segurança e rastreabilidade da atuação do voluntário.

Antes do primeiro ciclo, entregue a cada voluntário: credencial, checklist (impresso ou no celular), e orientações de segurança do local. Se a visita exigir, providencie EPI básico e seguro. Se o objeto exigir medição simples, entregue trena e explique quando usar.

Exemplo adequado: voluntário chega com crachá visível, checklist pronto e orientação de segurança; entra, registra e sai sem improviso.
Exemplo inadequado: voluntário sem identificação e sem orientação, que depende de “boa vontade” do local para entrar e circular.",Voluntários com credencial e kit (e seguro quando aplicável) prontos para a visita.
143,M012,Veedurías,Passo 3,Treino com simulação de 10 minutos,"Faça um treino prático antes do primeiro ciclo. Esta etapa existe para padronizar o registro e evitar achismo.

Simulação obrigatória (10 minutos): a pessoa preenche um formulário completo com 4 itens do checklist. Dois itens marcados como sim e dois itens marcados como não. Para cada não, ela anexa uma evidência (foto ou print) e escreve uma observação curta de uma linha.

Regra de escrita: vi ou não vi, seguido da evidência.
Proibido: acho que, parece que, estão roubando.

Exemplo adequado: não havia quadro de avanço no canteiro. Foto 2.
Exemplo inadequado: a obra está estranha, deve ter corrupção.",Voluntários aptos a preencher formulário no padrão e a coletar evidência mínima.
144,M012,Veedurías,Passo 4,Execução presencial (roteiro de visita),"Use um roteiro fixo de visita (30 a 60 minutos). Esta etapa existe para manter segurança, padronizar a evidência e evitar discussões no local. Nesse cenário, instrua para o voluntário que:

1. Chegue e se apresente ao responsável técnico ou ponto focal. Mostre a credencial.

2. Registre data e hora no formulário e confirme o ID do objeto (placa, endereço e referência).

3. Aplique o checklist na ordem. Não pule item.

4. Se marcar não em item crítico, colete a evidência mínima (foto do elemento, sem pessoas).

5. Se houver hostilidade, risco ou impedimento, encerre a visita. Registre incidente e saia sem discutir.

6. Envie o relatório no mesmo dia.

Regra prática: o voluntário não debate, não acusa e não tenta resolver no local. Ele registra e encaminha.","Formulário presencial preenchido, com evidência mínima e incidentes registrados quando houver."
145,M012,Veedurías,Passo 5,Execução virtual (roteiro de verificação),"Use um roteiro fixo de verificação virtual (15 a 30 minutos por objeto). Esta etapa existe para padronizar o que é checado e gerar evidência reproduzível.

Oriente a pessoa voluntária para que ela:
1) Abra a fonte oficial definida para aquele objeto (portal de obras, portal de contratações ou página do órgão).

2) Verifique se há informação publicada e se está atualizada (data visível).

3) Marque sim ou não no checklist virtual. Quando marcar não, anexe a captura da tela que mostre o campo ausente ou desatualizado.

4) Se o problema for informação inexistente ou desatualizada, registre como alerta priorizado e descreva em uma linha o que faltou.

Exemplo adequado: não há atualização de execução desde setembro. Captura da Tela 3.
Exemplo inadequado: o portal é ruim e ninguém presta contas.",Formulário virtual preenchido com prints e classificação do alerta.
146,M012,Veedurías,Passo 6,Envio e protocolo do relatório,"Defina um canal único de envio e protocolo. Esta etapa existe para não perder relatórios e permitir rastreabilidade.

Regra prática: todo relatório precisa ter número de protocolo e ficar guardado em pasta padrão por ciclo e por objeto. Exemplo de pasta: Ciclo_01 / Objeto_012. Nomeie anexos com padrão simples: Objeto_012_Foto1_Placa, Objeto_012_Foto2_Item3.

Se um relatório não tiver protocolo, ele não entra na base de análise. Ele volta para correção.",Relatórios protocolados e armazenados em pasta padrão por ciclo/objeto.
147,M012,Veedurías,Passo 7,Moderação de entrada (entra/não entra),"Faça triagem antes de analisar. Esta etapa existe para estabilizar qualidade e reduzir risco.

Entra se: formulário completo, data e hora, objeto identificado, evidência mínima anexada para itens críticos marcados como não, e ausência de dados pessoais.

Não entra se: sem data e hora, sem ID do objeto, com rosto ou documento pessoal, ou sem evidência mínima quando marcou não em item crítico.

Se não entra, devolva uma vez para correção, com prazo curto e instrução objetiva do que faltou.",Base de registros válidos pronta para curadoria.
148,M012,Veedurías,Passo 8,Curadoria e limpeza com log,"Corrija apenas o necessário e registre tudo. Esta etapa existe para rastreabilidade e para evitar questionamento de manipulação.

Regras objetivas de curadoria:

- remover duplicatas mantendo registro da duplicidade

- padronizar nomes de objetos e territórios

- ocultar informação sensível se escapou

- corrigir erro evidente de classificação quando justificável

Registre em log: data, regra aplicada, o que mudou e quem fez.

Exemplo adequado: duplicata do Objeto_012 removida, mantendo contagem de repetição.
Exemplo inadequado: apagar registros sem explicar por quê.",Base limpa + log de curadoria concluídos.
149,M012,Veedurías,Passo 9,Validação por amostra dos alertas críticos,"Antes de virar recomendação, valide uma amostra dos alertas mais graves. Esta etapa existe para reduzir risco de falso positivo.

Seleção de amostra (regra simples): escolha alertas com maior impacto, combinando três sinais: repetição, item crítico marcado como não e alto valor ou alto impacto do objeto.

Valide por uma destas vias: evidência documental adicional solicitada ao órgão, verificação técnica do auditor ou inspeção complementar em campo.

Regra prática: não precisa validar tudo. Precisa reduzir risco justamente no que vai orientar recomendação e pedido de evidência.",Amostra validada e grau de confiança registrado por alerta crítico.
150,M012,Veedurías,Passo 10,Síntese e conversão em insumo de auditoria,"Produza uma síntese curta e acionável. Esta etapa existe para separar sinal de ruído e virar recomendação transformativa:

Estruture em 5 blocos, em 1 a 2 páginas:

Padrões: contagem dos ""não"" por item do checklist.

Onde: por objeto e território.

Alertas críticos validados: lista curta com evidência.

Pedidos de evidência: documentos ou registros que confirmam ou explicam o achado.

Recomendações: mecanismo de mudança, responsável e prazo sugerido.

Use a lógica: problema recorrente e possível efeito. 

Exemplo: ausência de supervisor pode indicar falha de direção técnica e controle de qualidade. Ausência de log pode indicar fragilidade de rastreabilidade e risco de registro fictício.","Relatório-síntese pronto para instruir recortes, pedidos de evidência e recomendações."
151,M012,Veedurías,Passo 11,Devolutiva e resposta,"Feche o ciclo com devolutiva em dois níveis. Esta etapa existe para evitar frustração, manter legitimidade e mostrar que a participação gerou encaminhamento.

Devolutiva pública: síntese sem dados sensíveis, com padrões e encaminhamentos.
Devolutiva técnica: envio aos responsáveis com pedidos de evidência e recomendações, com prazo de resposta.

Regra prática: registrar o que será feito e o que não será feito, com justificativa. Isso protege o processo contra expectativa irreal e mantém confiança para ciclos seguintes.",Devolutiva publicada e interlocução registrada com prazo de resposta.
